career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
3,23,0,0,1,0,,23,Raju Lal Choudhary,0.0,87,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",23,23,1.0,0,,0.0,0,0,0,,0,,0.0,0,23,1.0,0,0,0,,32.85,70,,23,0,23,47,0,0
2,1,0,0,0,0,,1,Takamitsu Kono,100.0,9,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",2,2,2.0,0,,1.0,1,1,0,,1,"Pro Kabaddi League Season 1, 2014",100.0,1,1,1.0,0,0,0,,100.0,1,,1,1,1,0,0,0
0,0,0,0,0,0,0,0,Takamitsu Kono,0.0,9,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,2,"Pro Kabaddi League Season 2, 2015",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,Takamitsu Kono,0.0,9,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': False}]",0,0,0.0,0,0,0.0,0,0,0,0,3,"Pro Kabaddi League Season 3, 2016",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,Takamitsu Kono,0.0,9,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,8,"Pro Kabaddi League Season 5, 2017",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,Takamitsu Kono,0.0,9,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,,1,Takamitsu Kono,100.0,9,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': False}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",2,2,2.0,0,,1.0,1,1,0,,0,,100.0,1,1,1.0,0,0,0,,100.0,1,,1,1,1,0,0,0
1,0,0,1,0,,,2,Dong Ju Hong,100.0,11,0,,1,1,0.5,0,,0.5,1,2,0,,1,"Pro Kabaddi League Season 1, 2014",50.0,1,0,0.0,,0,0,,0.0,2,,0,1,0,2,0,0
0,0,0,1,0,,,4,Dong Ju Hong,25.0,11,0,,0,0,0.0,0,,0.0,0,4,0,,2,"Pro Kabaddi League Season 2, 2015",0.0,0,0,0.0,,0,0,,0.0,0,,0,0,0,0,3,0
1,0,0,0,0,,,3,Dong Ju Hong,0.0,11,0,,1,1,0.33,1,,0.33,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",100.0,0,0,0.0,,0,0,,0.0,2,,0,1,0,2,1,0
1,0,0,2,0,,,9,Dong Ju Hong,42.85,11,0,,2,2,0.22,1,,0.22,1,7,0,,0,,28.57,1,0,0.0,,0,0,,0.0,4,,0,2,0,4,4,0
11,3,0,91,3,0,,14,Rohit Kumar Choudary,74.15,217,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",64,64,4.57,7,,4.35,54,178,0,,2,"Pro Kabaddi League Season 2, 2015",34.26,41,3,0.21,1,6,0,,17.64,17,,3,61,3,14,46,0
5,0,0,22,0,0,,7,Rohit Kumar Choudary,68.75,217,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",16,16,2.28,4,,2.28,12,48,0,,3,"Pro Kabaddi League Season 3, 2016",33.33,11,0,0.0,0,0,0,,0.0,8,,0,16,0,8,15,0
4,0,0,24,1,0,,11,Rohit Kumar Choudary,73.91,217,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",13,13,1.18,2,,1.18,11,46,0,,8,"Pro Kabaddi League Season 5, 2017",28.26,10,0,0.0,0,0,0,,0.0,2,,0,13,0,2,12,0
2,0,0,11,0,0,,6,Rohit Kumar Choudary,59.09,217,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",3,3,0.5,2,,0.5,1,22,0,,26,"Pro Kabaddi League Season 6, 2018",13.63,2,0,0.0,0,0,0,,0.0,1,,0,3,0,1,9,0
11,3,0,148,4,0,,38,Rohit Kumar Choudary,72.1,217,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",96,96,2.52,15,,2.44,78,294,0,,0,,31.63,64,3,0.07,1,6,0,,10.71,28,,3,93,3,25,82,0
7,34,4,37,4,2,,14,Kuldeep Singh,69.51,252,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",62,62,4.42,9,,2.0,19,82,0,,2,"Pro Kabaddi League Season 2, 2015",34.14,20,30,2.14,0,1,4,,56.66,60,,34,28,34,30,25,0
5,14,3,19,1,1,,10,Kuldeep Singh,68.57,252,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",21,21,2.1,4,,0.7,3,35,0,,3,"Pro Kabaddi League Season 3, 2016",20.0,5,11,1.1,0,0,3,,53.84,26,,14,7,14,15,11,0
7,34,5,59,3,2,,15,Kuldeep Singh,88.0,252,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",42,42,2.8,4,,0.53,4,75,0,,4,"Pro Kabaddi League Season 4, 2016",10.66,7,29,1.93,0,0,5,,51.51,66,,34,8,34,37,9,0
7,31,6,21,2,1,,20,Kuldeep Singh,68.29,252,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",47,47,2.35,11,,0.8,5,41,0,,8,"Pro Kabaddi League Season 5, 2017",39.02,7,25,1.25,0,1,6,,37.34,83,,31,16,31,58,13,0
4,10,2,1,2,0,,7,Kuldeep Singh,100.0,252,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",10,10,1.42,0,,0.0,0,1,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,8,1.14,0,0,2,,37.03,27,,10,0,10,19,0,0
7,123,20,137,12,6,,66,Kuldeep Singh,75.21,252,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",182,182,2.75,28,,0.89,31,234,0,,0,,25.21,39,103,1.56,0,2,20,,46.94,262,,123,59,123,159,58,0
10,4,0,59,0,0,,16,Deepak Narwal,70.74,211,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",61,61,3.81,15,,3.56,42,147,0,,2,"Pro Kabaddi League Season 2, 2015",38.77,45,4,0.25,0,1,0,,28.57,14,,4,57,4,10,43,0
15,2,1,27,0,0,,9,Deepak Narwal,82.75,211,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",33,33,3.66,12,,3.44,19,58,0,,3,"Pro Kabaddi League Season 3, 2016",53.44,21,1,0.11,1,0,1,,40.0,5,,2,31,2,4,10,0
5,0,0,29,0,0,,6,Deepak Narwal,68.51,211,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",13,13,2.16,5,,2.16,8,54,0,,4,"Pro Kabaddi League Season 4, 2016",24.07,8,0,0.0,0,1,0,,0.0,1,,0,13,0,1,17,0
11,2,0,74,2,0,,16,Deepak Narwal,77.54,211,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",87,87,5.43,22,,5.31,63,187,0,,8,"Pro Kabaddi League Season 5, 2017",45.45,71,2,0.12,4,1,0,,20.0,10,,2,85,2,8,42,1
13,4,0,50,0,0,,17,Deepak Narwal,75.0,211,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",74,74,4.35,37,,4.11,33,140,0,,26,"Pro Kabaddi League Season 6, 2018",50.0,55,4,0.23,3,1,0,,44.44,9,,4,70,4,5,35,0
11,1,0,62,1,0,,17,Deepak Narwal,72.1,211,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",56,56,3.29,14,,3.23,41,147,0,,49,"Pro Kabaddi League Season 7, 2019",37.41,44,1,0.05,1,0,0,,14.28,7,,1,55,1,6,41,0
15,13,1,301,3,0,,81,Deepak Narwal,74.35,211,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",324,324,4.0,105,,3.83,206,733,0,,0,,42.42,244,12,0.14,9,4,1,,28.26,46,,13,311,13,34,188,1
13,0,0,35,0,,,11,Sonu Narwal,70.64,190,0,,51,51,4.63,10,,4.63,41,109,0,,2,"Pro Kabaddi League Season 2, 2015",38.53,42,0,0.0,,1,0,,0.0,3,,0,51,0,3,32,0
9,0,0,41,0,,,11,Sonu Narwal,75.0,190,0,,55,55,5.0,12,,5.0,43,120,0,,3,"Pro Kabaddi League Season 3, 2016",40.83,49,0,0.0,,2,0,,0.0,5,,0,55,0,5,30,0
7,0,0,21,0,,,11,Sonu Narwal,70.76,190,0,,32,32,2.9,4,,2.9,28,65,0,,4,"Pro Kabaddi League Season 4, 2016",38.46,25,0,0.0,,0,0,,0.0,3,,0,32,0,3,19,0
13,0,0,97,0,,,33,Sonu Narwal,72.44,190,0,,138,138,4.18,26,,4.18,112,294,0,,0,,39.45,116,0,0.0,,3,0,,0.0,11,,0,138,0,11,81,0
11,9,0,9,1,0,,15,Meraj Sheykh,62.79,251,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",38,38,2.53,3,,1.93,26,43,0,,2,"Pro Kabaddi League Season 2, 2015",67.44,18,9,0.6,1,3,0,,39.13,23,,9,29,9,14,16,0
11,21,3,30,0,0,,14,Meraj Sheykh,71.42,251,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",48,48,3.42,6,,1.92,21,70,0,,3,"Pro Kabaddi League Season 3, 2016",38.57,20,18,1.28,0,0,3,,55.26,38,,21,27,21,20,20,0
11,12,3,110,0,0,,14,Meraj Sheykh,85.39,251,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",75,75,5.35,11,,4.5,52,178,0,,4,"Pro Kabaddi League Season 4, 2016",35.39,42,9,0.64,0,4,3,,40.0,30,,12,63,12,21,26,0
14,8,0,165,2,0,,20,Meraj Sheykh,82.53,251,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",104,104,5.2,10,,4.8,86,292,0,,8,"Pro Kabaddi League Season 5, 2017",32.87,76,8,0.4,2,3,0,,21.62,37,,8,96,8,29,51,0
15,3,0,94,1,0,,19,Meraj Sheykh,77.46,251,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",97,97,5.1,9,,4.94,85,213,0,,26,"Pro Kabaddi League Season 6, 2018",44.13,71,3,0.15,2,6,0,,18.75,16,,3,94,3,13,48,0
12,1,0,22,0,0,,12,Meraj Sheykh,68.75,251,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",31,31,2.58,9,,2.5,21,64,0,,49,"Pro Kabaddi League Season 7, 2019",46.87,22,1,0.08,1,1,0,,50.0,2,,1,30,1,1,20,0
15,54,6,430,4,0,,94,Meraj Sheykh,78.95,251,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",393,393,4.18,48,,3.6,291,860,0,,0,,39.41,249,48,0.51,6,17,6,,36.98,146,,54,339,54,98,181,0
8,37,4,19,0,3,,13,Ravi Kumar,86.36,240,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",37,37,2.84,0,,0.0,0,22,0,,2,"Pro Kabaddi League Season 2, 2015",0.0,0,33,2.53,0,0,4,,60.65,61,,37,0,37,28,3,0
2,9,1,0,0,0,,12,Ravi Kumar,0.0,240,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",9,9,0.75,0,,0.0,0,1,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,8,0.66,0,0,1,,37.5,24,,9,0,9,16,1,0
0,0,0,5,0,0,,5,Ravi Kumar,100.0,240,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",0,0,0.0,0,,0.0,0,5,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,0,0.0,0,0,0,,0.0,9,,0,0,0,9,0,0
4,30,2,2,1,0,,23,Ravi Kumar,100.0,240,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",30,30,1.3,0,,0.0,0,2,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,28,1.21,0,0,2,,44.11,68,,30,0,30,40,0,0
6,40,7,2,0,2,,22,Ravi Kumar,100.0,240,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",40,40,1.81,0,,0.0,0,2,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,33,1.5,0,0,7,,41.66,96,,40,0,40,63,0,0
6,40,5,11,0,3,,17,Ravi Kumar,100.0,240,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",40,40,2.35,0,,0.0,0,11,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,35,2.05,0,0,5,,48.78,82,,40,0,40,47,0,0
8,156,19,39,1,8,,92,Ravi Kumar,90.69,240,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",156,156,1.69,0,,0.0,0,43,0,,0,,0.0,0,137,1.48,0,0,19,,45.88,340,,156,0,156,203,4,0
0,0,0,0,0,,,6,Somvir Shekhar,0.0,109,0,,0,0,0.0,0,,0.0,0,0,0,,1,"Pro Kabaddi League Season 1, 2014",0.0,0,0,0.0,,0,0,,0.0,27,,0,0,0,27,0,0
6,34,2,0,3,,,14,Somvir Shekhar,100.0,109,0,,35,35,2.5,0,,0.07,1,1,0,,2,"Pro Kabaddi League Season 2, 2015",100.0,1,32,2.28,,0,2,,51.61,62,,34,1,34,30,0,0
0,0,0,0,0,,,3,Somvir Shekhar,0.0,109,0,,0,0,0.0,0,,0.0,0,0,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,0,0.0,,0,0,,0.0,8,,0,0,0,8,0,0
4,22,1,1,1,,,16,Somvir Shekhar,50.0,109,0,,22,22,1.37,0,,0.0,0,2,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,21,1.31,,0,1,,36.84,57,,22,0,22,36,1,0
4,30,1,0,4,,,22,Somvir Shekhar,0.0,109,0,,30,30,1.36,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,29,1.31,,0,1,,29.89,97,,30,0,30,68,0,0
6,86,4,1,8,,,61,Somvir Shekhar,66.66,109,0,,87,87,1.42,0,,0.01,1,3,0,,0,,33.33,1,82,1.34,,0,4,,32.66,251,,86,1,86,169,1,0
7,8,0,30,2,1,,11,Bhupender Singh,76.19,34,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",30,30,2.72,0,,2.0,22,63,0,,2,"Pro Kabaddi League Season 2, 2015",34.92,18,8,0.72,0,1,0,,40.0,20,,8,22,8,12,15,0
3,1,0,14,0,0,,11,Bhupender Singh,66.66,34,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",12,12,1.09,3,,1.0,8,33,0,,3,"Pro Kabaddi League Season 3, 2016",33.33,8,1,0.09,0,0,0,,14.28,7,,1,11,1,6,11,0
0,0,0,12,0,0,,4,Bhupender Singh,92.3,34,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",0,0,0.0,0,,0.0,0,13,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,0,0.0,0,0,0,,0.0,4,,0,0,0,4,1,0
4,0,0,48,0,0,,17,Bhupender Singh,77.1,34,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",28,28,1.64,14,,1.64,14,83,0,,8,"Pro Kabaddi League Season 5, 2017",33.73,16,0,0.0,0,2,0,,0.0,8,,0,28,0,8,19,0
5,3,1,9,0,0,,4,Bhupender Singh,75.0,34,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",13,13,3.25,5,,2.5,5,20,0,,26,"Pro Kabaddi League Season 6, 2018",50.0,6,2,0.5,0,1,1,,60.0,5,,3,10,3,3,5,0
